"condition","subj_code","desktop_conf","attent_conf","structure","parameter","side_order","ba_check","ba_check_correct","instr_tests","bc_check","bc_check_correct","case_09","case_02","age","gender","tech_issues","recorded_at"
6,"oBbt6OdKxalN","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",50,50,31,"1: male",NA,"2026-03-02 13:03:59"
6,"fL6UHUixfkkh","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,90,37,"1: male",NA,"2026-03-02 13:38:12"
6,"nVx5moiN7cp3","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,55,"1: male",NA,"2026-03-02 13:41:16"
6,"QY5uzvuq49EO","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",60,60,48,"1: male",NA,"2026-03-02 13:41:32"
6,"jtn6YhKxO9NI","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,28,"1: male",NA,"2026-03-02 13:45:03"
6,"Su7ugpu8wjAR","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",45,45,52,"2: female",NA,"2026-03-02 14:03:06"
6,"kgYNAgwWJPI8","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,35,"1: male",NA,"2026-03-02 14:11:20"
6,"YIICkkZ6lAqX","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",35,35,50,"2: female",NA,"2026-03-02 19:00:39"
6,"Enl4Nwjboy3s","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",84,81,71,"1: male",NA,"2026-03-02 19:03:01"
6,"jEAkcNNoDK5v","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",93,72,40,"1: male","There were no errors","2026-03-02 19:08:12"
6,"K3IhKRLvpo0g","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",53,54,72,"1: male",NA,"2026-03-02 19:45:02"
6,"FgFsSKLYo18H","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",70,30,61,"2: female",NA,"2026-03-03 08:13:14"
6,"l7QyFoNaVDBU","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,20,35,"1: male",NA,"2026-03-03 08:13:46"
7,"ipnaQAQRNLpk","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",81,30,38,"4: prefer not to say",NA,"2026-03-02 12:31:50"
7,"xiiJ6IrkavUR","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,40,"2: female",NA,"2026-03-02 12:37:19"
7,"uqT4J62nC2x4","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",6,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",89,30,54,"2: female",NA,"2026-03-02 12:50:00"
7,"zuJoNw0NhZvZ","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",52,30,24,"1: male","none
","2026-03-02 12:50:22"
7,"CHNba18CCXGN","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",100,56,21,"1: male",NA,"2026-03-02 13:07:18"
7,"PhGL5YzsiYpi","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,46,"1: male",NA,"2026-03-02 13:38:56"
7,"JRyYoMIQWdm5","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,34,"1: male",NA,"2026-03-02 13:39:00"
7,"c9O98h4CLBGl","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,40,"2: female",NA,"2026-03-02 13:41:03"
7,"2veHz6Y9cmNU","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",75,30,41,"2: female","none","2026-03-02 13:43:04"
7,"c9weDRqwI2Uh","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,33,"1: male",NA,"2026-03-02 13:45:12"
7,"3s7F6CTtgyHs","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",23,46,21,"2: female",NA,"2026-03-02 14:24:32"
7,"xk7O4hpmAHAL","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",100,30,35,"2: female",NA,"2026-03-02 19:00:49"
7,"RGPaEntUqvQ6","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",81,38,22,"1: male",NA,"2026-03-02 19:03:30"
7,"nHtLnW98QEH6","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,30,34,"2: female",NA,"2026-03-02 19:08:55"
7,"BFPcTNkuDLlz","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",94,62,48,"1: male",NA,"2026-03-03 08:13:29"
7,"kFXurB3gtPPd","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",85,45,36,"1: male",NA,"2026-03-03 08:13:45"
8,"7jgdaGS5e0ys","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,63,"1: male","No issues encountered.  ","2026-03-02 12:33:04"
8,"vfFM9757OIeO","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",80,40,21,"2: female",NA,"2026-03-02 12:39:48"
8,"6gsta1EIFmWI","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,48,"2: female",NA,"2026-03-02 12:53:02"
8,"p9Rn48DW3t5i","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,47,"2: female",NA,"2026-03-02 13:18:03"
8,"zbpwqzp0Mvo8","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",76,27,49,"2: female",NA,"2026-03-02 13:38:47"
8,"Rd0atH2cmoyo","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,40,58,"2: female",NA,"2026-03-02 13:38:55"
8,"jf4MdTFZx1ma","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,53,"1: male",NA,"2026-03-02 13:41:21"
8,"bQu2MwnDpJ60","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,47,"2: female",NA,"2026-03-02 13:43:00"
8,"AcdYlXljRp5r","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,42,"2: female",NA,"2026-03-02 13:51:53"
8,"CzyFmwVn9gTS","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,56,"1: male","Nothing to add - thank you.","2026-03-02 14:25:00"
8,"BiQw6cEr48R8","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",20,20,66,"1: male",NA,"2026-03-02 19:00:53"
8,"7DEDA2gF26W9","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",6,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",50,50,38,"1: male",NA,"2026-03-02 19:02:52"
8,"evZJStm2JQ0A","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",81,18,41,"1: male",NA,"2026-03-02 19:05:00"
8,"V9EUFVy8cdqE","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",70,60,41,"2: female",NA,"2026-03-03 08:13:32"
8,"1VsFCFHlhp6j","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",50,50,29,"3: non-binary","nothing please","2026-03-03 08:14:22"
8,"P5RfBZ4PIDZ0","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",87,30,34,"2: female",NA,"2026-03-03 08:17:46"
2,"5JlG26BNumGo","1: I confirm","1: I will take it seriously","cccf","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",12,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,39,"1: male",NA,"2026-03-03 08:41:17"
8,"HgRO2UlOWsLE","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",55,53,34,"2: female","It's the layout issue","2026-03-02 12:50:06"
2,"MKWHPsHOK3sj","1: I confirm","1: I will take it seriously","cccf","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",24,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,19,40,"1: male","i kept getting an error where no matter what i selected it made me go back to the example, even when it was correct. took multiple attempts of entering same answers for it to work","2026-03-02 13:03:37"
4,"cvA4Ut5swrwu","1: I confirm","1: I will take it seriously","cccf","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,39,"2: female",NA,"2026-03-02 13:36:48"
1,"fZHnb0VxqTWU","1: I confirm","1: I will take it seriously","cccf","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",47,63,24,"1: male",NA,"2026-03-02 12:59:56"
1,"rb0mMXXNhw7P","1: I confirm","1: I will take it seriously","cccf","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",52,61,38,"2: female","The spelling of casual is wrong quite a few times!","2026-03-02 13:38:47"
