"condition","subj_code","desktop_conf","attent_conf","structure","parameter","side_order","ba_check","ba_check_correct","instr_tests","bc_check","bc_check_correct","case_09","case_02","age","gender","tech_issues","PROLIFIC_PID","recorded_at"
5,"rVYzb7Y4tztY","1: I confirm","1: I will take it seriously","ic","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",30,30,37,"1: male",NA,"69862c9b63845b0f047e8779",2026-03-03 08:14:15
5,"oxWmiaDmPM8X","1: I confirm","1: I will take it seriously","ic","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",85,50,27,"2: female",NA,"67eff64644dbaffed18ecb37",2026-03-03 08:16:56
5,"oNQBb0uOfCwx","1: I confirm","1: I will take it seriously","ic","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",30,30,38,"1: male",NA,"5ed6e7e219fa7f15e7a5937a",2026-03-03 09:10:26
5,"93k8O9KFlR9K","1: I confirm","1: I will take it seriously","ic","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",30,30,39,"1: male",NA,"60045528de83e54c4efe39bf",2026-03-03 09:10:30
5,"zbjBY5MiAYj5","1: I confirm","1: I will take it seriously","ic","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",30,30,48,"2: female",NA,"5c18d9a3efc84e0001fe4aee",2026-03-03 09:10:38
6,"pnVppMauy4vB","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",88,28,75,"2: female",NA,"665ca1970dae2023d760909c",2026-03-02 12:40:13
6,"TQjDlP6t8ZSS","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,90,35,"1: male",NA,"5cab9c01291df900015c2849",2026-03-02 12:48:15
6,"6Pt1a3Vkvtck","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,20,45,"1: male",NA,"5f0c86cbe4af1361b7158f3e",2026-03-02 12:56:14
6,"oBbt6OdKxalN","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",50,50,31,"1: male",NA,"6924a4830a535829c9c58c92",2026-03-02 13:03:59
6,"fL6UHUixfkkh","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,90,37,"1: male",NA,"5f147c831589684ed6fd4cb8",2026-03-02 13:38:12
6,"nVx5moiN7cp3","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,55,"1: male",NA,"63d4857d5c9e6f18b03027b3",2026-03-02 13:41:16
6,"QY5uzvuq49EO","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",60,60,48,"1: male",NA,"60b8b31eb3143c92b950deba",2026-03-02 13:41:32
6,"jtn6YhKxO9NI","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,28,"1: male",NA,"633c74ad6178784ed5b52104",2026-03-02 13:45:03
6,"Su7ugpu8wjAR","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",45,45,52,"2: female",NA,"59d665ef03203500011acd8c",2026-03-02 14:03:06
6,"kgYNAgwWJPI8","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,35,"1: male",NA,"66465c850d9a3e177f2649fa",2026-03-02 14:11:20
6,"YIICkkZ6lAqX","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",35,35,50,"2: female",NA,"662eeeb09572de78ffb440b1",2026-03-02 19:00:39
6,"Enl4Nwjboy3s","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",84,81,71,"1: male",NA,"666f4e508e12704f87264402",2026-03-02 19:03:01
6,"jEAkcNNoDK5v","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",93,72,40,"1: male","There were no errors","693b4c0ff54bd868cfb08188",2026-03-02 19:08:12
6,"K3IhKRLvpo0g","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",53,54,72,"1: male",NA,"67daaf1bd5692a92530dcadb",2026-03-02 19:45:02
6,"FgFsSKLYo18H","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",70,30,61,"2: female",NA,"5641c95d17bdbe00102a0b51",2026-03-03 08:13:14
6,"l7QyFoNaVDBU","1: I confirm","1: I will take it seriously","ic","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,20,35,"1: male",NA,"69295affe92b6aaef08c1ca8",2026-03-03 08:13:46
7,"ipnaQAQRNLpk","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",81,30,38,"4: prefer not to say",NA,"60ba366b3792b3b40b6716bc",2026-03-02 12:31:50
7,"xiiJ6IrkavUR","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,40,"2: female",NA,"6932b4d6193229c056a3b2ea",2026-03-02 12:37:19
7,"uqT4J62nC2x4","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",6,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",89,30,54,"2: female",NA,"611870a41de777ae15971e9d",2026-03-02 12:50:00
7,"zuJoNw0NhZvZ","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",52,30,24,"1: male","none
","6021b4592cecf2216baabfed",2026-03-02 12:50:22
7,"CHNba18CCXGN","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",100,56,21,"1: male",NA,"6997642ca598fee2cfee1a2c",2026-03-02 13:07:18
7,"PhGL5YzsiYpi","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,46,"1: male",NA,"67c39b07e7f32fe80ac6eecf",2026-03-02 13:38:56
7,"JRyYoMIQWdm5","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,34,"1: male",NA,"699791abbcf810086d02a48e",2026-03-02 13:39:00
7,"c9O98h4CLBGl","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,40,"2: female",NA,"699cb806607b0cd81c73aa4b",2026-03-02 13:41:03
7,"2veHz6Y9cmNU","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",75,30,41,"2: female","none","6400ff4ef8da6eaf2b41d19e",2026-03-02 13:43:04
7,"c9weDRqwI2Uh","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,33,"1: male",NA,"695bb7e46ea982736787d035",2026-03-02 13:45:12
7,"3s7F6CTtgyHs","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",23,46,21,"2: female",NA,"699bbc0fc08df1f53bb685ba",2026-03-02 14:24:32
7,"xk7O4hpmAHAL","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",100,30,35,"2: female",NA,"69a351f3a744b00333094571",2026-03-02 19:00:49
7,"RGPaEntUqvQ6","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",81,38,22,"1: male",NA,"64e2836ac3645e85a2d9f4bf",2026-03-02 19:03:30
7,"nHtLnW98QEH6","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,30,34,"2: female",NA,"5f1bea7d46be2a4101756238",2026-03-02 19:08:55
7,"BFPcTNkuDLlz","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",94,62,48,"1: male",NA,"5ebeec710b1fd210d6912734",2026-03-03 08:13:29
7,"kFXurB3gtPPd","1: I confirm","1: I will take it seriously","ic","ba","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Eastern than in the Western population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",85,45,36,"1: male",NA,"63d42902a85ae3e7b4920266",2026-03-03 08:13:45
8,"7jgdaGS5e0ys","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,63,"1: male","No issues encountered.  ","697ca22627c8aab6df048685",2026-03-02 12:33:04
8,"vfFM9757OIeO","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",80,40,21,"2: female",NA,"676061b0d6e01e2e9548a4b9",2026-03-02 12:39:48
8,"6gsta1EIFmWI","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,48,"2: female",NA,"65e5ec7c5cc8e775d79139b5",2026-03-02 12:53:02
8,"p9Rn48DW3t5i","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,47,"2: female",NA,"5eb7094fbb8ed70b61398cff",2026-03-02 13:18:03
8,"zbpwqzp0Mvo8","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",76,27,49,"2: female",NA,"67ad56e3094fe82ba3d60ad2",2026-03-02 13:38:47
8,"Rd0atH2cmoyo","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,40,58,"2: female",NA,"681485b41e4f472801db525a",2026-03-02 13:38:55
8,"jf4MdTFZx1ma","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,53,"1: male",NA,"66cc6eb364154a51d4d44eb1",2026-03-02 13:41:21
8,"bQu2MwnDpJ60","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,47,"2: female",NA,"5f1ca37bcecc12026413cb96",2026-03-02 13:43:00
8,"AcdYlXljRp5r","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,42,"2: female",NA,"5c93b062c9d93b0015fcbc02",2026-03-02 13:51:53
8,"CzyFmwVn9gTS","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",30,30,56,"1: male","Nothing to add - thank you.","616c1cc2510fe9022f6577f8",2026-03-02 14:25:00
8,"BiQw6cEr48R8","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",20,20,66,"1: male",NA,"699def38a8284d9f1a02783a",2026-03-02 19:00:53
8,"7DEDA2gF26W9","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",6,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",50,50,38,"1: male",NA,"6630f55b219e397c5c3bab70",2026-03-02 19:02:52
8,"evZJStm2JQ0A","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",81,18,41,"1: male",NA,"6982331cbc9a0e0fcda96a6d",2026-03-02 19:05:00
8,"V9EUFVy8cdqE","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",70,60,41,"2: female",NA,"697caeea2ec1c2604535f8aa",2026-03-03 08:13:32
8,"1VsFCFHlhp6j","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",4,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",50,50,29,"3: non-binary","nothing please","6759e54d994e3aa6f5878afd",2026-03-03 08:14:22
8,"P5RfBZ4PIDZ0","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",2,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",87,30,34,"2: female",NA,"69814f75c71daceb25f6d305",2026-03-03 08:17:46
2,"5JlG26BNumGo","1: I confirm","1: I will take it seriously","cccf","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",12,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",30,30,39,"1: male",NA,"5d153b1f40218700189a05df",2026-03-03 08:41:17
8,"HgRO2UlOWsLE","1: I confirm","1: I will take it seriously","ic","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",55,53,34,"2: female","It's the layout issue","695f9e14d4fe0b6a397d5002",2026-03-02 12:50:06
2,"MKWHPsHOK3sj","1: I confirm","1: I will take it seriously","cccf","bc","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",24,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Western than in the Eastern population.","correct",90,19,40,"1: male","i kept getting an error where no matter what i selected it made me go back to the example, even when it was correct. took multiple attempts of entering same answers for it to work","69163cc08ee73c0c532d6ba4",2026-03-02 13:03:37
4,"cvA4Ut5swrwu","1: I confirm","1: I will take it seriously","cccf","ba","09_02","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is higher in the Western than in the Eastern population.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is the same in the two populations.","correct",90,20,39,"2: female",NA,"5e39fa4332667b2143e1d998",2026-03-02 13:36:48
1,"fZHnb0VxqTWU","1: I confirm","1: I will take it seriously","cccf","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",47,63,24,"1: male",NA,"69696695a46b968d40daf6e1",2026-03-02 12:59:56
1,"rb0mMXXNhw7P","1: I confirm","1: I will take it seriously","cccf","bc","02_09","the probability that these other factors will lead to the presence of Amino-Regulin in a male bird's blood is the same in the two populations.","correct",8,"the probability that these other factors will lead to a male being able to produce the distinct sound is higher in the Eastern than in the Western population.","correct",52,61,38,"2: female","The spelling of casual is wrong quite a few times!","6659fb37cee75e81ac1c8e5c",2026-03-02 13:38:47
